syn_id,pre,pre_id,pre_common_id,post,post_id,post_common_id,x_pos,y_pos,z_pos,size
50,AIAR,21,12,ASKR,193,40,9628.16,4395.52,7700,1108377
51,AIAR,21,12,RIFR,38,121,6154.24,3320.32,9500,1138313
51,AIAR,21,12,AIBR,174,14,6154.24,3320.32,9500,607565
52,AIAR,21,12,RIFR,38,121,6586.88,3473.92,9250,73580
52,AIAR,21,12,AIBR,174,14,6586.88,3473.92,9250,27033
52,AIAR,21,12,ASHR,175,34,6586.88,3473.92,9250,8175
53,AIBL,30,13,RIBR,111,116,11589.12,6643.2,4850,1022282
53,AIBL,30,13,AVER,75,50,11589.12,6643.2,4850,660681
54,AIBL,30,13,RIMR,78,126,9402.88,4674.56,5750,491930
54,AIBL,30,13,AVBL,177,45,9402.88,4674.56,5750,1020640
55,AIBL,30,13,RIMR,78,126,10247.68,4492.8,5750,25684
55,AIBL,30,13,AVBL,177,45,10247.68,4492.8,5750,61978
55,AIBL,30,13,RIBR,111,116,10247.68,4492.8,5750,84313
55,AIBL,30,13,BAGL,160,67,10247.68,4492.8,5750,107206
56,AIBL,30,13,RIMR,78,126,10257.92,4956.16,5600,192453
56,AIBL,30,13,RIBR,111,116,10257.92,4956.16,5600,575627
57,AIBL,30,13,RIMR,78,126,6123.52,4520.96,8500,160068
57,AIBL,30,13,SMDDR,36,171,6123.52,4520.96,8500,159747
58,AIBL,30,13,RIMR,78,126,6159.360000000001,4369.92,8050,108491
58,AIBL,30,13,SMDDR,36,171,6159.360000000001,4369.92,8050,59280
59,AIBL,30,13,RIMR,78,126,11141.12,8084.48,4250,105240
59,AIBL,30,13,SMDVR,123,173,11141.12,8084.48,4250,59910
60,AIBL,30,13,RIMR,78,126,11261.44,7559.68,4500,84403
60,AIBL,30,13,SMDVR,123,173,11261.44,7559.68,4500,85990
61,AIBR,174,14,RIBL,9,115,7162.88,9927.68,4900,758949
61,AIBR,174,14,AVEL,76,49,7162.88,9927.68,4900,224090
62,AIBR,174,14,RIBL,9,115,10104.32,9569.28,4700,102720
62,AIBR,174,14,RIBR,111,116,10104.32,9569.28,4700,108305
63,AIBR,174,14,RIBL,9,115,5048.32,8624.64,5700,137336
63,AIBR,174,14,RIML,79,125,5048.32,8624.64,5700,197703
63,AIBR,174,14,AVBR,62,46,5048.32,8624.64,5700,143372
64,AIBR,174,14,RIML,79,125,4695.04,7283.2,5750,178693
64,AIBR,174,14,AVBR,62,46,4695.04,7283.2,5750,396712
65,AIBR,174,14,RIML,79,125,5624.32,8913.92,5550,792996
65,AIBR,174,14,AVBR,62,46,5624.32,8913.92,5550,528209
66,AIBR,174,14,RIML,79,125,5073.92,4912.64,10050,100380
66,AIBR,174,14,AVBR,62,46,5073.92,4912.64,10050,71027
66,AIBR,174,14,PVPL,67,107,5073.92,4912.64,10050,153650
67,AIBR,174,14,RIML,79,125,5368.32,5025.28,7950,149824
67,AIBR,174,14,SMDDL,122,170,5368.32,5025.28,7950,205380
68,AIBR,174,14,RIML,79,125,5486.08,5089.28,8150,25728
68,AIBR,174,14,SMDDL,122,170,5486.08,5089.28,8150,94857
69,AIBR,174,14,RIML,79,125,5058.56,5061.12,7550,119329
69,AIBR,174,14,SMDDL,122,170,5058.56,5061.12,7550,41888
70,AIBR,174,14,RIML,79,125,4866.56,5276.16,7300,252309
70,AIBR,174,14,SMDDL,122,170,4866.56,5276.16,7300,98963
71,AIBR,174,14,RIML,79,125,8698.880000000001,9748.48,4300,408998
71,AIBR,174,14,SMDVL,190,172,8698.880000000001,9748.48,4300,397094
72,AIBR,174,14,RIML,79,125,9203.2,9658.88,4250,50608
72,AIBR,174,14,SMDVL,190,172,9203.2,9658.88,4250,45073
73,AIML,58,15,AIAL,42,11,3837.44,4933.12,10500,131449
73,AIML,58,15,ASGL,59,31,3837.44,4933.12,10500,41565
74,AIML,58,15,AIAL,42,11,3783.68,4956.16,10150,154536
74,AIML,58,15,ASGL,59,31,3783.68,4956.16,10150,64353
75,AIML,58,15,AIAL,42,11,4976.64,7805.44,7850,825108
75,AIML,58,15,ASGL,59,31,4976.64,7805.44,7850,270653
76,AIML,58,15,ASJL,56,37,6438.400000000001,8035.84,7700,288358
77,AIML,58,15,ASJL,56,37,3863.04,5806.08,8350,166209
77,AIML,58,15,AIAL,42,11,3863.04,5806.08,8350,370194
77,AIML,58,15,ASGL,59,31,3863.04,5806.08,8350,150412
78,AIMR,29,16,ASGR,12,32,6796.8,3092.48,8750,140263
78,AIMR,29,16,AIAR,21,12,6796.8,3092.48,8750,242467
79,AIMR,29,16,ASGR,12,32,6540.8,3023.36,9100,112326
79,AIMR,29,16,AIAR,21,12,6540.8,3023.36,9100,68553
80,AIMR,29,16,ASGR,12,32,6438.400000000001,2967.04,9300,268388
80,AIMR,29,16,AIAR,21,12,6438.400000000001,2967.04,9300,271628
81,AIMR,29,16,ASGR,12,32,6302.72,2931.2000000000003,9600,62869
81,AIMR,29,16,AIAR,21,12,6302.72,2931.2000000000003,9600,65580
82,AIMR,29,16,ASGR,12,32,8903.68,4480.0,8050,205903
82,AIMR,29,16,AIAR,21,12,8903.68,4480.0,8050,444318
82,AIMR,29,16,ASKR,193,40,8903.68,4480.0,8050,252864
83,AIMR,29,16,ASJR,85,38,9077.76,5291.52,7850,200540
84,AIMR,29,16,ASJR,85,38,9876.48,8550.4,6850,446681
84,AIMR,29,16,ASJL,56,37,9876.48,8550.4,6850,178532
85,AINL,73,17,AINR,158,18,11307.52,9082.88,4900,289729
85,AINL,73,17,AUAR,171,42,11307.52,9082.88,4900,58922
86,AINL,73,17,ASGR,12,32,5721.6,2897.92,9500,124362
86,AINL,73,17,AIAR,21,12,5721.6,2897.92,9500,46718
86,AINL,73,17,AIBR,174,14,5721.6,2897.92,9500,155288
87,AINL,73,17,AUAR,171,42,11358.72,9049.6,5000,331612
88,AINL,73,17,AUAR,171,42,8885.76,3742.72,6500,156531
88,AINL,73,17,AFDR,180,10,8885.76,3742.72,6500,158977
88,AINL,73,17,ADFR,18,6,8885.76,3742.72,6500,499759
90,AINL,73,17,BAGL,160,67,9953.28,3921.92,6750,478340
91,AINR,158,18,AFDL,192,9,9971.2,10408.96,5550,922887
91,AINR,158,18,ASER,93,30,9971.2,10408.96,5550,270408
92,AINR,158,18,AFDL,192,9,4510.72,8563.2,6350,376897
92,AINR,158,18,AUAL,66,41,4510.72,8563.2,6350,181469
93,AINR,158,18,AFDR,180,10,10462.72,9881.6,5150,182300
93,AINR,158,18,RID,165,119,10462.72,9881.6,5150,286879
93,AINR,158,18,AFDL,192,9,10462.72,9881.6,5150,102293
94,AINR,158,18,AIBL,30,13,3760.64,4564.4800000000005,9300,70049
94,AINR,158,18,AWCL,110,65,3760.64,4564.4800000000005,9300,196026
95,AINR,158,18,AWCR,69,66,4067.84,7498.24,6850,355205
96,AIYL,3,19,ADFL,16,5,4979.2,8422.4,6750,142986
96,AIYL,3,19,AIZL,5,21,4979.2,8422.4,6750,506951
96,AIYL,3,19,AIAL,42,11,4979.2,8422.4,6750,19840
97,AIYL,3,19,ADFL,16,5,4167.68,4648.96,8700,172459
97,AIYL,3,19,RIBL,9,115,4167.68,4648.96,8700,156872
97,AIYL,3,19,AIZL,5,21,4167.68,4648.96,8700,167431
98,AIYL,3,19,ADFL,16,5,4198.4,4600.32,8850,32563
98,AIYL,3,19,RIBL,9,115,4198.4,4600.32,8850,23682
98,AIYL,3,19,AIZL,5,21,4198.4,4600.32,8850,53854
99,AIYL,3,19,ADFL,16,5,4277.76,4538.88,9000,7654
99,AIYL,3,19,RIBL,9,115,4277.76,4538.88,9000,136251
99,AIYL,3,19,AIZL,5,21,4277.76,4538.88,9000,105633
99,AIYL,3,19,AWAL,41,61,4277.76,4538.88,9000,38273
99,AIYL,3,19,AWBL,182,63,4277.76,4538.88,9000,94917
100,AIYL,3,19,ADFL,16,5,7575.04,9843.2,5850,51351
100,AIYL,3,19,RIR,14,129,7575.04,9843.2,5850,229142
101,AIYL,3,19,AIZL,5,21,4431.36,3952.64,9450,896053
101,AIYL,3,19,RIAL,8,113,4431.36,3952.64,9450,545738
102,AIYL,3,19,RIBL,9,115,4190.72,4170.24,9050,202348
102,AIYL,3,19,AIZL,5,21,4190.72,4170.24,9050,26817
102,AIYL,3,19,RIAL,8,113,4190.72,4170.24,9050,380318
103,AIYL,3,19,RIBL,9,115,4316.16,4162.56,9450,282407
103,AIYL,3,19,AIZL,5,21,4316.16,4162.56,9450,188271
103,AIYL,3,19,RIAL,8,113,4316.16,4162.56,9450,400949
104,AIYR,2,20,AIZR,6,22,11333.12,6822.400000000001,5850,138613
104,AIYR,2,20,ADFR,18,6,11333.12,6822.400000000001,5850,106491
105,AIYR,2,20,AIZR,6,22,4835.84,3586.56,9650,450861
105,AIYR,2,20,RIAR,7,114,4835.84,3586.56,9650,239232
105,AIYR,2,20,SIBDR,77,163,4835.84,3586.56,9650,17694
106,AIYR,2,20,RIBR,111,116,5849.6,3328.0,8450,81424
106,AIYR,2,20,AIZR,6,22,5849.6,3328.0,8450,317034
107,AIYR,2,20,RIBR,111,116,5250.56,3258.88,8550,133842
107,AIYR,2,20,AIZR,6,22,5250.56,3258.88,8550,356914
107,AIYR,2,20,RIAR,7,114,5250.56,3258.88,8550,228828
108,AIYR,2,20,RIBR,111,116,5248.0,3317.76,8950,790364
108,AIYR,2,20,AIZR,6,22,5248.0,3317.76,8950,410550
108,AIYR,2,20,RIAR,7,114,5248.0,3317.76,8950,994541
109,AIYR,2,20,RIVR,15,132,11402.24,6236.16,5750,92625
109,AIYR,2,20,RIBR,111,116,11402.24,6236.16,5750,172139
110,AIZL,5,21,AIAL,42,11,6200.32,9095.68,6800,263055
110,AIZL,5,21,ASEL,181,29,6200.32,9095.68,6800,258611
111,AIZL,5,21,AIAL,42,11,8504.32,9948.16,5950,126313
111,AIZL,5,21,AWBL,182,63,8504.32,9948.16,5950,148937
112,AIZL,5,21,RIAL,8,113,4533.76,4264.96,8650,612106
113,AIZL,5,21,RIAL,8,113,4748.8,4408.32,9550,21649
113,AIZL,5,21,SMBDL,88,166,4748.8,4408.32,9550,71207
113,AIZL,5,21,SIBDL,156,162,4748.8,4408.32,9550,95725
113,AIZL,5,21,SMBVL,20,168,4748.8,4408.32,9550,72250
114,AIZL,5,21,RIAL,8,113,4684.8,4843.52,8000,82521
114,AIZL,5,21,SMBDL,88,166,4684.8,4843.52,8000,55598
114,AIZL,5,21,SMBVL,20,168,4684.8,4843.52,8000,80770
115,AIZL,5,21,RIBL,9,115,4334.08,4528.64,8500,320163
115,AIZL,5,21,RIAL,8,113,4334.08,4528.64,8500,611758
116,AIZL,5,21,RIML,79,125,8599.04,9825.28,4450,364499
116,AIZL,5,21,AIBR,174,14,8599.04,9825.28,4450,399650
117,AIZL,5,21,RIML,79,125,4674.56,5383.68,7250,304811
117,AIZL,5,21,AIBR,174,14,4674.56,5383.68,7250,534049
118,AIZL,5,21,RIML,79,125,9512.96,9676.8,4400,84943
118,AIZL,5,21,AIBR,174,14,9512.96,9676.8,4400,215211
119,AIZL,5,21,RIML,79,125,9761.28,9536.0,4600,55868
119,AIZL,5,21,AIBR,174,14,9761.28,9536.0,4600,69960
120,AIZL,5,21,RIML,79,125,8294.4,9835.52,4500,89275
120,AIZL,5,21,AIBR,174,14,8294.4,9835.52,4500,99467
121,AIZL,5,21,RIML,79,125,9223.68,9697.28,4400,473467
121,AIZL,5,21,AIBR,174,14,9223.68,9697.28,4400,204174
122,AIZL,5,21,RIML,79,125,4800.0,5086.72,7550,222056
122,AIZL,5,21,AIBR,174,14,4800.0,5086.72,7550,622044
122,AIZL,5,21,AVER,75,50,4800.0,5086.72,7550,579340
123,AIZL,5,21,SMBDL,88,166,4587.52,4526.08,8750,22198
123,AIZL,5,21,SMBVL,20,168,4587.52,4526.08,8750,208487
124,AIZL,5,21,SMBDL,88,166,4605.4400000000005,4160.0,8750,156464
124,AIZL,5,21,SMBVL,20,168,4605.4400000000005,4160.0,8750,228887
125,AIZR,6,22,AIBL,30,13,11107.84,8463.36,4250,528220
126,AIZR,6,22,AIBL,30,13,11184.64,8051.2,4450,213293
126,AIZR,6,22,RIMR,78,126,11184.64,8051.2,4450,326723
127,AIZR,6,22,AIBL,30,13,11289.6,7710.72,4600,68702
127,AIZR,6,22,RIMR,78,126,11289.6,7710.72,4600,182955
128,AIZR,6,22,AIBL,30,13,6236.16,3980.8,7750,312388
128,AIZR,6,22,RIMR,78,126,6236.16,3980.8,7750,144828
128,AIZR,6,22,AVEL,76,49,6236.16,3980.8,7750,191589
129,AIZR,6,22,AIBL,30,13,6310.400000000001,3906.56,7500,524472
129,AIZR,6,22,RIMR,78,126,6310.400000000001,3906.56,7500,192466
129,AIZR,6,22,AVEL,76,49,6310.400000000001,3906.56,7500,242508
130,AIZR,6,22,RIAR,7,114,5624.32,3560.96,8000,1195376
131,AIZR,6,22,RIAR,7,114,5084.16,3799.04,9000,192034
131,AIZR,6,22,SMBVR,19,169,5084.16,3799.04,9000,458128
131,AIZR,6,22,SMBDR,83,167,5084.16,3799.04,9000,210980
132,AIZR,6,22,RIAR,7,114,5135.36,3914.24,9200,277568
132,AIZR,6,22,SMBVR,19,169,5135.36,3914.24,9200,65882
132,AIZR,6,22,SMBDR,83,167,5135.36,3914.24,9200,196566
133,ALA,100,23,AVEL,76,49,6622.72,8655.36,7700,522573
134,ALA,100,23,AVER,75,50,9807.36,5765.12,7850,145911
135,ALA,100,23,AVER,75,50,9751.04,5690.88,8100,34230
136,ALML,72,24,BDUL,61,69,6330.88,8061.44,7050,140247
137,ALML,72,24,CEPDL,146,71,7475.2,9661.44,6900,916193
138,ALMR,157,25,BDUR,31,70,10311.68,6725.12,6600,567541
140,ALMR,157,25,CEPDR,150,72,10391.04,6878.72,6050,90415
139,ALMR,157,25,RIFR,38,121,10480.64,6912.0,6450,39345
139,ALMR,157,25,CEPDR,150,72,10480.64,6912.0,6450,618659
141,ASEL,181,29,AIBR,174,14,11581.44,8768.0,5800,106401
141,ASEL,181,29,AIYR,2,20,11581.44,8768.0,5800,392982
142,ASEL,181,29,AIBR,174,14,11161.6,6187.52,6500,222585
142,ASEL,181,29,AWCR,69,66,11161.6,6187.52,6500,85433
143,ASEL,181,29,AIYL,3,19,4608.0,7846.400000000001,7100,419314
143,ASEL,181,29,AIBL,30,13,4608.0,7846.400000000001,7100,238666
144,ASEL,181,29,AIYL,3,19,9702.4,9735.68,6150,311721
144,ASEL,181,29,AIBL,30,13,9702.4,9735.68,6150,677871
145,ASEL,181,29,AIYL,3,19,4170.24,5268.4800000000005,8650,78496
145,ASEL,181,29,AIBL,30,13,4170.24,5268.4800000000005,8650,140393
146,ASEL,181,29,AIYL,3,19,10972.16,9589.76,5750,111694
146,ASEL,181,29,AIBR,174,14,10972.16,9589.76,5750,94287
146,ASEL,181,29,AIYR,2,20,10972.16,9589.76,5750,378599
147,ASEL,181,29,AIYL,3,19,4805.12,8007.68,7100,601148
147,ASEL,181,29,AWCL,110,65,4805.12,8007.68,7100,149461
147,ASEL,181,29,AIBL,30,13,4805.12,8007.68,7100,75143
148,ASER,93,30,AIBL,30,13,9141.76,10186.24,6050,71718
148,ASER,93,30,AIAL,42,11,9141.76,10186.24,6050,18721
149,ASER,93,30,AIYL,3,19,10391.04,9771.52,6050,642978
149,ASER,93,30,AIBL,30,13,10391.04,9771.52,6050,447540
150,ASER,93,30,AIYL,3,19,9390.08,10214.4,6000,197121
150,ASER,93,30,AIBL,30,13,9390.08,10214.4,6000,74197
151,ASER,93,30,AIYL,3,19,5360.64,9039.36,6650,56269
151,ASER,93,30,AIZL,5,21,5360.64,9039.36,6650,67310
151,ASER,93,30,AFDL,192,9,5360.64,9039.36,6650,88756
152,ASER,93,30,AIYR,2,20,9666.56,4561.92,7100,142868
153,ASER,93,30,AIYR,2,20,11102.72,8885.76,5800,335629
153,ASER,93,30,AIBR,174,14,11102.72,8885.76,5800,509784
154,ASER,93,30,AIYR,2,20,6254.08,3363.84,8650,301164
154,ASER,93,30,AIBR,174,14,6254.08,3363.84,8650,151034
155,ASER,93,30,AIYR,2,20,9448.96,4390.400000000001,7300,163774
155,ASER,93,30,AIBR,174,14,9448.96,4390.400000000001,7300,34144
156,ASER,93,30,AIYR,2,20,6451.2,3384.32,8500,40025
156,ASER,93,30,AWCR,69,66,6451.2,3384.32,8500,74007
157,ASER,93,30,AWCR,69,66,4270.08,8081.92,7150,67731
157,ASER,93,30,AIBL,30,13,4270.08,8081.92,7150,27950
158,ASGL,59,31,AIAL,42,11,3688.96,5135.36,9200,2375024
159,ASGL,59,31,AIAL,42,11,3927.04,5611.52,8400,153561
159,ASGL,59,31,AIBL,30,13,3927.04,5611.52,8400,44357
160,ASGL,59,31,AIAL,42,11,3676.16,5207.04,9700,38935
160,ASGL,59,31,AIML,58,15,3676.16,5207.04,9700,105243
161,ASGL,59,31,AIAL,42,11,4789.76,7790.08,7700,320578
161,ASGL,59,31,AIML,58,15,4789.76,7790.08,7700,71326
162,ASGR,12,32,AIAR,21,12,9044.48,4216.32,7900,382730
163,ASGR,12,32,AIAR,21,12,6448.64,3010.56,8900,858643
163,ASGR,12,32,AIMR,29,16,6448.64,3010.56,8900,263332
164,ASGR,12,32,ASER,93,30,5608.96,3051.52,11350,68990
164,ASGR,12,32,AIAR,21,12,5608.96,3051.52,11350,1359693
165,ASHL,35,33,AIAL,42,11,5222.400000000001,7605.76,7450,904357
165,ASHL,35,33,AIBL,30,13,5222.400000000001,7605.76,7450,36739
166,ASHL,35,33,AIAL,42,11,4349.4400000000005,5772.8,8300,153947
166,ASHL,35,33,AIBL,30,13,4349.4400000000005,5772.8,8300,49214
167,ASHL,35,33,AIAL,42,11,4326.4,5644.8,8600,1031412
167,ASHL,35,33,AIBL,30,13,4326.4,5644.8,8600,70902
168,ASHL,35,33,AIAL,42,11,4410.88,5527.04,8950,161506
168,ASHL,35,33,AIBL,30,13,4410.88,5527.04,8950,127526
168,ASHL,35,33,ASKL,87,39,4410.88,5527.04,8950,110736
169,ASHL,35,33,AIAL,42,11,6161.92,8944.64,6500,99488
169,ASHL,35,33,AIZL,5,21,6161.92,8944.64,6500,80997
169,ASHL,35,33,ADFL,16,5,6161.92,8944.64,6500,20054
170,ASHL,35,33,AIBL,30,13,4528.64,5015.04,9450,129111
170,ASHL,35,33,RIFL,170,120,4528.64,5015.04,9450,349301
171,ASHL,35,33,AVBL,177,45,5416.96,7912.96,6600,263979
171,ASHL,35,33,AVAL,71,43,5416.96,7912.96,6600,192151
172,ASHL,35,33,AVJL,82,55,8087.04,9446.4,6050,88258
172,ASHL,35,33,AVDL,168,47,8087.04,9446.4,6050,137184
173,ASHR,175,34,ADAR,176,2,6064.64,3865.6,9200,57709
173,ASHR,175,34,RIAR,7,114,6064.64,3865.6,9200,99577
174,ASHR,175,34,AIAR,21,12,8593.92,4546.56,7700,779349
174,ASHR,175,34,ADAR,176,2,8593.92,4546.56,7700,66264
174,ASHR,175,34,AIBR,174,14,8593.92,4546.56,7700,129561
175,ASHR,175,34,AIAR,21,12,6694.400000000001,3604.48,8900,577492
175,ASHR,175,34,AIBR,174,14,6694.400000000001,3604.48,8900,140781
176,ASHR,175,34,AVJR,90,56,10792.96,7124.4800000000005,6000,79023
176,ASHR,175,34,AVDR,169,48,10792.96,7124.4800000000005,6000,459325
176,ASHR,175,34,AVBR,62,46,10792.96,7124.4800000000005,6000,278229
177,ASHR,175,34,AWAR,28,62,10457.6,8506.880000000001,6200,55710
177,ASHR,175,34,PVQR,37,110,10457.6,8506.880000000001,6200,54389
178,ASHR,175,34,RIAR,7,114,5642.24,3699.2,9500,116412
