cell_name,cell_id,cell_common_id,class,mito_id,cell_vol,mito_vol,cell_surf,mito_surf,x_pos,y_pos,z_pos,mito_len,dist_pre,dist_post
AVFR,8,52,2,8073,1.3338624,0.01210368,15.188845982253335,0.1940915669281828,8.937908629441624,10.24828426395939,12.048807106598984,0.6660233154296875,2.9536165578883966,3.7816681423077303
AVFR,8,52,2,8500,1.3338624,0.0082944,15.188845982253335,0.1986469262920813,10.373925925925926,12.8224,12.956222222222223,0.644393310546875,0.16998311479123174,0.7123479019328991
AVFR,8,52,2,14072,1.3338624,0.01062912,15.188845982253335,0.2335080864511067,16.474450867052024,16.272092485549134,21.193092485549133,0.7924795532226563,6.420529659208913,1.0586267665201359
ADAR,9,2,2,7260,1.26031872,0.0155750399999999,15.321453911704737,0.2522539219083035,9.241562130177517,9.913372781065087,11.027633136094671,0.560698974609375,0.33045969088023613,0.44590498120909083
ADAR,9,2,2,9857,1.26031872,0.0190463999999999,15.321453911704737,0.3679597573655027,12.630245161290324,14.930116129032262,15.323370967741935,0.9173424682617188,0.7246189509737517,4.744128412243098
RMDVR,10,138,3,4476,4.2181632,0.06334464,38.56309144049416,0.9028932979910256,9.857676042677012,6.057156159068865,6.9488118331716775,1.6255052490234374,7.692327919202037,0.5112157793751804
RMDVR,10,138,3,4518,4.2181632,0.03597312,38.56309144049416,0.42115740238538,11.04002732707088,5.8540324508966695,6.917779675491032,0.8609022827148437,7.286307677094565,0.5294463883927935
RMDVR,10,138,3,5276,4.2181632,0.0045772799999999,38.56309144049416,0.1015105107553705,8.96515436241611,8.663838926174495,7.929060402684563,0.35366357421875,6.189467621368687,0.2988385342093604
RMDVR,10,138,3,5491,4.2181632,0.02331648,38.56309144049416,0.435046718319655,17.323214756258235,10.19193675889328,8.521304347826087,1.2330760498046875,0.3057966686588233,0.5496318355090029
RMDVR,10,138,3,6107,4.2181632,0.06478848,38.56309144049416,1.0828957222952889,16.91891133238502,10.834162162162164,9.311920341394025,2.208032470703125,0.48075450835970357,0.34742985375838714
