syn_id,pre,pre_id,pre_common_id,post,post_id,post_common_id,x_pos,y_pos,z_pos,size
1,ADAL,133,1,AVBL,216,45,48924,30476,12030,243277
1,ADAL,133,1,AVBR,213,46,48924,30476,12030,598371
1,ADAL,133,1,RIML,49,125,48924,30476,12030,669390
2,ADAL,133,1,AVBL,216,45,36692,18948,5910,43330
2,ADAL,133,1,AVJL,217,55,36692,18948,5910,106897
2,ADAL,133,1,AVBR,213,46,36692,18948,5910,87851
3,ADAL,133,1,AVBL,216,45,41112,22648,16710,112279
3,ADAL,133,1,AVJR,215,56,41112,22648,16710,469480
4,ADAL,133,1,AVBL,216,45,39652,20924,16410,125120
4,ADAL,133,1,AVJR,215,56,39652,20924,16410,176319
5,ADAL,133,1,AVBL,216,45,40880,22184,16560,110881
5,ADAL,133,1,AVJR,215,56,40880,22184,16560,273118
6,ADAL,133,1,AVBL,216,45,38224,18232,13500,288576
6,ADAL,133,1,AVJR,215,56,38224,18232,13500,134077
6,ADAL,133,1,AVAL,108,43,38224,18232,13500,20866
7,ADAL,133,1,AVBL,216,45,38380,18268,13770,58705
7,ADAL,133,1,AVJR,215,56,38380,18268,13770,6773
7,ADAL,133,1,AVAL,108,43,38380,18268,13770,95800
8,ADAL,133,1,AVBL,216,45,41856,24020,16410,72134
8,ADAL,133,1,AVJR,215,56,41856,24020,16410,196819
8,ADAL,133,1,AVDR,30,48,41856,24020,16410,57446
9,ADAL,133,1,AVBL,216,45,42116,25540,15390,213663
9,ADAL,133,1,OLQVL,118,97,42116,25540,15390,21466
9,ADAL,133,1,RIPL,59,127,42116,25540,15390,98949
10,ADAL,133,1,AVBL,216,45,48344,29828,11940,56257
10,ADAL,133,1,RIML,49,125,48344,29828,11940,81982
11,ADAL,133,1,AVBL,216,45,48396,30072,12840,441600
11,ADAL,133,1,RIML,49,125,48396,30072,12840,264960
12,ADAL,133,1,AVBL,216,45,48968,30392,12780,97593
12,ADAL,133,1,RIML,49,125,48968,30392,12780,65606
13,ADAL,133,1,AVBL,216,45,49036,30540,12600,120383
13,ADAL,133,1,RIML,49,125,49036,30540,12600,90816
14,ADAL,133,1,AVBL,216,45,41720,24996,15330,180458
14,ADAL,133,1,RIPL,59,127,41720,24996,15330,92181
15,ADAL,133,1,AVBL,216,45,41720,25064,15300,120683
15,ADAL,133,1,RIPL,59,127,41720,25064,15300,95178
15,ADAL,133,1,RIPL,59,127,41720,25064,15300,95178
16,ADAL,133,1,AVBL,216,45,36604,18976,6180,82454
16,ADAL,133,1,RIPR,74,128,36604,18976,6180,32745
17,ADAL,133,1,AVBR,213,46,37088,17588,11310,190837
17,ADAL,133,1,RIPL,59,127,37088,17588,11310,208522
18,ADAL,133,1,AVBR,213,46,37384,17580,11520,202887
18,ADAL,133,1,RIPL,59,127,37384,17580,11520,209912
19,ADAL,133,1,AVBR,213,46,37644,17612,11790,45533
19,ADAL,133,1,RIPL,59,127,37644,17612,11790,70412
19,ADAL,133,1,AVJR,215,56,37644,17612,11790,1173
20,ADAL,133,1,AVBR,213,46,36788,18992,5970,139968
20,ADAL,133,1,RIPR,74,128,36788,18992,5970,205632
21,ADAL,133,1,RMFL,157,143,44700,28616,12720,47698
21,ADAL,133,1,AVAR,26,44,44700,28616,12720,46381
22,ADAL,133,1,SAADL,11,149,44408,28644,13080,93412
22,ADAL,133,1,RMFL,157,143,44408,28644,13080,85756
22,ADAL,133,1,RIML,49,125,44408,28644,13080,10910
23,ADAL,133,1,SMDVR,186,173,52520,30628,11640,316800
24,ADAR,169,2,AVAL,108,43,43640,29560,8130,67821
24,ADAR,169,2,RMFR,162,144,43640,29560,8130,78098
25,ADAR,169,2,AVBR,213,46,38580,23772,3840,38273
25,ADAR,169,2,AVAR,26,44,38580,23772,3840,67326
26,ADAR,169,2,AVBR,213,46,51496,32220,8730,46800
26,ADAR,169,2,AVBL,216,45,51496,32220,8730,28080
27,ADAR,169,2,AVBR,213,46,50112,31220,8730,560363
27,ADAR,169,2,AVBL,216,45,50112,31220,8730,475350
27,ADAR,169,2,RIMR,1,126,50112,31220,8730,160445
28,ADAR,169,2,AVBR,213,46,51136,32060,8820,131748
28,ADAR,169,2,AVBL,216,45,51136,32060,8820,61680
28,ADAR,169,2,RIMR,1,126,51136,32060,8820,300011
29,ADAR,169,2,AVBR,213,46,37128,20540,4710,121209
29,ADAR,169,2,AVJL,217,55,37128,20540,4710,84230
30,ADAR,169,2,AVBR,213,46,36740,19348,5490,153121
30,ADAR,169,2,AVJL,217,55,36740,19348,5490,167518
31,ADAR,169,2,AVBR,213,46,37368,20884,4410,218507
31,ADAR,169,2,AVJL,217,55,37368,20884,4410,77172
32,ADAR,169,2,AVBR,213,46,40044,25260,4980,775019
32,ADAR,169,2,AVJL,217,55,40044,25260,4980,292500
33,ADAR,169,2,AVBR,213,46,40168,25644,5280,32248
33,ADAR,169,2,AVJL,217,55,40168,25644,5280,33031
34,ADAR,169,2,AVBR,213,46,51836,32440,8640,24699
34,ADAR,169,2,AVJL,217,55,51836,32440,8640,98180
35,ADAR,169,2,AVBR,213,46,36704,19244,5580,54954
35,ADAR,169,2,AVJL,217,55,36704,19244,5580,56053
35,ADAR,169,2,AVBL,216,45,36704,19244,5580,44512
36,ADAR,169,2,AVBR,213,46,38292,23292,3990,12998
36,ADAR,169,2,AVJL,217,55,38292,23292,3990,45028
36,ADAR,169,2,AVER,212,50,38292,23292,3990,45652
37,ADAR,169,2,AVBR,213,46,39820,24988,4830,404183
37,ADAR,169,2,AVJL,217,55,39820,24988,4830,31306
37,ADAR,169,2,RICR,79,118,39820,24988,4830,121310
38,ADAR,169,2,AVBR,213,46,49180,31408,8310,316142
38,ADAR,169,2,RIMR,1,126,49180,31408,8310,400017
39,ADAR,169,2,AVBR,213,46,49524,31236,8550,109557
39,ADAR,169,2,RIMR,1,126,49524,31236,8550,70922
40,ADAR,169,2,AVBR,213,46,41196,27284,6180,138689
40,ADAR,169,2,RIPR,74,128,41196,27284,6180,331710
41,ADAR,169,2,AVBR,213,46,40876,26684,6240,439583
41,ADAR,169,2,RIPR,74,128,40876,26684,6240,195936
42,ADAR,169,2,AVBR,213,46,41212,27184,6240,161280
42,ADAR,169,2,RIPR,74,128,41212,27184,6240,241920
3843,ADAR,169,2,AVBR,213,46,41152,26844,6240,190696
3843,ADAR,169,2,RIPR,74,128,41152,26844,6240,437143
43,ADAR,169,2,AVJL,217,55,36724,20164,4800,106007
43,ADAR,169,2,AVBL,216,45,36724,20164,4800,72817
43,ADAR,169,2,AVAR,26,44,36724,20164,4800,68855
44,ADAR,169,2,RMFR,162,144,43508,29548,8100,59599
44,ADAR,169,2,RIMR,1,126,43508,29548,8100,46000
45,ADAR,169,2,SMDVL,62,172,58048,34152,8460,149760
46,ADEL,80,3,ADER,184,4,53840,30944,12030,39175
46,ADEL,80,3,RIGL,199,122,53840,30944,12030,99064
47,ADEL,80,3,ADER,184,4,54552,31332,12510,51663
47,ADEL,80,3,RIGL,199,122,54552,31332,12510,67376
48,ADEL,80,3,ADER,184,4,57004,32752,12840,73457
48,ADEL,80,3,RIGL,199,122,57004,32752,12840,123554
48,ADEL,80,3,AVAR,26,44,57004,32752,12840,83307
49,ADEL,80,3,AVAR,26,44,51464,29960,10860,291628
49,ADEL,80,3,ADAL,133,1,51464,29960,10860,59731
50,ADEL,80,3,CEPDL,41,71,39012,20856,14850,13292
51,ADEL,80,3,CEPDL,41,71,39256,21448,15150,215940
51,ADEL,80,3,RMHR,17,148,39256,21448,15150,133499
52,ADEL,80,3,IL1L,20,83,41580,18516,16230,109063
52,ADEL,80,3,SMDVL,62,172,41580,18516,16230,142755
53,ADEL,80,3,IL2L,39,89,41304,19416,15360,286080
54,ADEL,80,3,RIGL,199,122,54228,31136,12390,1115520
55,ADEL,80,3,RIGL,199,122,51784,30472,10500,100034
55,ADEL,80,3,AVAR,26,44,51784,30472,10500,47823
55,ADEL,80,3,AVAL,108,43,51784,30472,10500,69102
56,ADEL,80,3,RIGL,199,122,52380,30812,11070,442653
56,ADEL,80,3,AVKR,156,58,52380,30812,11070,390626
57,ADEL,80,3,RIGR,22,123,59348,34048,8070,297600
58,ADEL,80,3,RIGR,22,123,57304,33604,7950,199680
59,ADEL,80,3,RIGR,22,123,56972,33488,7800,299520
60,ADEL,80,3,RIGR,22,123,55944,33152,7620,266880
61,ADEL,80,3,RIGR,22,123,55008,32560,7620,168960
62,ADEL,80,3,RIGR,22,123,57708,33752,7920,366720
63,ADEL,80,3,RIGR,22,123,53496,31584,9300,362880
64,ADEL,80,3,RIGR,22,123,54612,32272,7950,518400
65,ADEL,80,3,RIGR,22,123,53768,31640,8850,231625
65,ADEL,80,3,ADER,184,4,53768,31640,8850,146614
66,ADEL,80,3,RIGR,22,123,56480,33380,7800,112178
67,ADEL,80,3,RIGR,22,123,60000,34044,8220,114176
67,ADEL,80,3,PVT,166,112,60000,34044,8220,87423
68,ADEL,80,3,RIGR,22,123,60656,33976,8280,201039
68,ADEL,80,3,SAADR,50,150,60656,33976,8280,40880
69,ADEL,80,3,RIVR,147,132,49240,29280,9150,222800
69,ADEL,80,3,RIVL,2,131,49240,29280,9150,67119
70,ADEL,80,3,RIVR,147,132,49616,29456,8910,85870
70,ADEL,80,3,RMFR,162,144,49616,29456,8910,92689
71,ADEL,80,3,RMDL,159,135,39780,22960,15840,69120
72,ADEL,80,3,RMFR,162,144,52580,30916,8880,215040
73,ADEL,80,3,RMFR,162,144,40012,22880,15720,110514
73,ADEL,80,3,RMDL,159,135,40012,22880,15720,150605
74,ADEL,80,3,RMFR,162,144,40340,22552,15600,440577
74,ADEL,80,3,RMDL,159,135,40340,22552,15600,187262
75,ADEL,80,3,RMHR,17,148,39748,22904,15990,50800
75,ADEL,80,3,CEPVL,202,73,39748,22904,15990,89359
76,ADEL,80,3,SAADR,50,150,40780,19524,14940,74666
76,ADEL,80,3,SMBDR,196,167,40780,19524,14940,25081
76,ADEL,80,3,RMDDR,83,134,40780,19524,14940,44252
77,ADEL,80,3,SDQL,158,156,40996,20548,15120,145516
77,ADEL,80,3,RIFL,29,120,40996,20548,15120,132883
78,ADEL,80,3,SMBDR,196,167,40828,19648,14700,33340
78,ADEL,80,3,RMDDR,83,134,40828,19648,14700,135619
79,ADEL,80,3,SMDDR,168,171,41920,18244,15810,112006
79,ADEL,80,3,ALNL,179,26,41920,18244,15810,70393
80,ADER,184,4,ADEL,80,3,58176,33972,7980,46835
80,ADER,184,4,RIGR,22,123,58176,33972,7980,74124
81,ADER,184,4,ADEL,80,3,53560,31704,8640,84280
81,ADER,184,4,RIGR,22,123,53560,31704,8640,25601
81,ADER,184,4,AVAL,108,43,53560,31704,8640,116678
82,ADER,184,4,AVAL,108,43,58432,34092,8250,420972
82,ADER,184,4,ADAR,169,2,58432,34092,8250,162707
83,ADER,184,4,AVAL,108,43,54736,32820,8040,37572
83,ADER,184,4,SAAVL,77,151,54736,32820,8040,77627
84,ADER,184,4,CEPDR,34,72,38272,23304,5310,88409
84,ADER,184,4,RMFL,157,143,38272,23304,5310,65190
85,ADER,184,4,AVER,212,50,40256,23056,4770,184585
86,ADER,184,4,CEPVR,121,74,38680,23732,5580,22737
87,ADER,184,4,PVR,206,111,39108,23608,5490,71481
88,ADER,184,4,PVR,206,111,38840,22696,5220,107616
89,ADER,184,4,SMBVR,18,169,40208,22872,4650,174881
90,ADER,184,4,IL1R,5,84,39484,21444,2490,27812
90,ADER,184,4,RIVR,147,132,39484,21444,2490,114267
91,ADER,184,4,IL2R,136,90,38472,23336,4890,53877
91,ADER,184,4,IL1R,5,84,38472,23336,4890,107402
92,ADER,184,4,IL2R,136,90,39704,21916,3900,87454
92,ADER,184,4,IL1R,5,84,39704,21916,3900,79585
93,ADER,184,4,IL2R,136,90,37532,23388,5040,52800
93,ADER,184,4,OLLR,201,94,37532,23388,5040,52800
110,ADER,184,4,AINR,170,18,42612,19648,1230,9576
111,ADER,184,4,AVDR,30,48,39672,21100,2190,211062
95,ADER,184,4,ALMR,211,25,43224,19260,30,106470
96,ADER,184,4,OLLR,201,94,36592,23328,4980,80368
96,ADER,184,4,RMDR,191,136,36592,23328,4980,63631
97,ADER,184,4,RIGL,199,122,56564,32364,12600,385920
98,ADER,184,4,RIGL,199,122,58440,32952,12960,374400
99,ADER,184,4,RIGL,199,122,52600,31316,10860,380160
100,ADER,184,4,RIGL,199,122,53132,30632,11100,206962
100,ADER,184,4,ADEL,80,3,53132,30632,11100,117517
101,ADER,184,4,RIGL,199,122,54996,31648,12390,167346
101,ADER,184,4,AVAR,26,44,54996,31648,12390,86093
102,ADER,184,4,RIGL,199,122,56464,32240,12570,130917
102,ADER,184,4,AVKR,156,58,56464,32240,12570,66842
103,ADER,184,4,RIGL,199,122,55976,31968,12540,52462
103,ADER,184,4,AVKR,156,58,55976,31968,12540,74257
